lat,lon,bio1,bio2,bio3,bio4,bio5,bio6,bio7,bio8,bio9,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19
39.0966301,116.135849,12.625,11.6833334,28.4959354,1118.591797,31.1000004,-9.8999996,41,25.6166668,-1.8833333,25.6166668,-1.8833333,509,190,2,145.9372711,401,10,401,10
39.3729134,117.5348129,12.2208338,11.0583334,27.7151222,1109.261597,30.1000004,-9.8000002,39.9000015,25.0333328,-2.2333333,25.0333328,-2.2333333,568,198,4,133.1006927,424,15,424,15
38.8694458,117.3371964,13,10.5333338,27.0779781,1092.376465,30.7000008,-8.1999998,38.9000015,25.6500015,-1.2166667,25.6500015,-1.2166667,542,193,4,133.323288,404,17,404,17
39.5833817,115.8933411,12.2458334,11.9083338,28.9740486,1109.728638,30.8999996,-10.1999998,41.0999985,25.1000004,-2.2,25.1000004,-2.2,591,226,2,147.0290985,475,9,475,9
39.7702217,117.3591385,11.6916666,11.6166668,28.0595818,1125.085571,30.2999992,-11.1000004,41.4000015,24.7999992,-2.9333334,24.7999992,-2.9333334,550,199,3,137.4737854,420,11,420,11
39.1013336,115.9874573,12.7124996,11.7749996,28.5108967,1119.527344,31.3999996,-9.8999996,41.2999992,25.75,-1.7833333,25.75,-1.7833333,525,191,3,142.7916107,410,12,410,12
38.9626312,117.4144745,13.0583334,10.5500002,26.9820976,1101.182861,31,-8.1000004,39.0999985,25.8500004,-1.2666668,25.8500004,-1.2666668,556,196,4,132.3429413,412,17,412,17
39.1389961,117.3142166,13.041667,10.6499996,27.0304565,1101.989624,31.1000004,-8.3000002,39.4000015,25.8666668,-1.25,25.8666668,-1.25,550,200,4,136.6937256,416,15,416,15
39.4012146,117.4749603,12.1999998,10.9833336,27.5963154,1109.074097,30.1000004,-9.6999998,39.7999992,25.0499992,-2.2166667,25.0499992,-2.2166667,562,198,4,134.354538,422,15,422,15
39.7109947,115.9320068,12.0916662,11.3666668,28.4878864,1085.084473,30.3999996,-9.5,39.9000015,24.7000008,-1.9833333,24.7000008,-1.9833333,592,219,3,142.6754456,468,12,468,12
39.6147919,116.059761,12.1750002,11.75,28.7990189,1104.475342,30.7000008,-10.1000004,40.8000031,25.0166664,-2.1500001,25.0166664,-2.1500001,582,225,2,149.0039825,470,8,470,8
38.7377281,117.2834778,12.5916672,10.333333,26.2934704,1102.50708,30.3999996,-8.8999996,39.2999992,25.3500004,-1.8,25.3500004,-1.8,537,189,4,131.6899719,395,16,395,16
39.7538986,117.3971558,11.708333,11.6000004,28.0871677,1124.742065,30.2999992,-11,41.2999992,24.7999992,-2.9166665,24.7999992,-2.9166665,554,198,3,136.4663086,421,11,421,11
39.0736084,116.2170105,12.7791672,11.8583336,28.782362,1120.751465,31.3999996,-9.8000002,41.2000008,25.7666664,-1.7666668,25.7666664,-1.7666668,507,190,2,145.8968506,400,11,400,11
39.6672096,117.4538574,11.8083334,11.5500002,28.0339813,1117.265015,30.2999992,-10.8999996,41.1999969,24.833334,-2.7166667,24.833334,-2.7166667,557,199,3,136.316391,422,11,422,11
39.2949715,115.8605652,12.5874996,11.8083334,28.661005,1111.436646,31.2999992,-9.8999996,41.1999969,25.5666656,-1.8166666,25.5666656,-1.8166666,563,211,3,145.7490234,448,10,448,10
39.3197823,117.6874466,12.166667,10.916667,27.4288101,1108.244629,30,-9.8000002,39.7999992,24.9833336,-2.2666667,24.9833336,-2.2666667,575,198,4,132.4178009,427,15,427,15
39.4738693,116.2845917,12.2541666,11.9416666,28.9846287,1119.70459,30.7999992,-10.3999996,41.1999969,25.2166672,-2.3499999,25.2166672,-2.3499999,576,227,1,150.7795258,468,9,468,9
39.8193855,117.2193069,11.6374998,11.7583332,28.4017715,1124.861816,30.2000008,-11.1999998,41.4000015,24.7333336,-2.9833333,24.7333336,-2.9833333,544,201,3,138.2316437,416,12,416,12
39.6929626,116.8835068,11.9250002,11.5500002,28.2396088,1112.714722,30.3999996,-10.5,40.9000015,24.8999996,-2.5,24.8999996,-2.5,545,212,2,143.8467865,427,11,427,11
39.0359497,117.1231689,13.0541668,10.2250004,26.3530941,1095.203247,30.7999992,-8,38.7999992,25.8166656,-1.1333333,25.8166656,-1.1333333,536,197,3,138.2176971,410,14,410,14
39.9121094,116.4088516,12.4499998,11.1999998,27.9301739,1106.645264,31.2999992,-8.8000002,40.0999985,25.3999996,-1.8166667,25.3999996,-1.8166667,576,205,4,134.7360382,435,15,435,15
38.8981781,115.9694824,12.854167,10.9250002,26.9088688,1109.675293,31.2000008,-9.3999996,40.5999985,25.8166656,-1.4833333,25.8166656,-1.4833333,479,169,3,140.7769318,369,11,369,11
39.6809464,116.8862839,11.9541664,11.5583334,28.3292484,1111.500732,30.3999996,-10.3999996,40.7999992,24.916666,-2.4499998,24.916666,-2.4499998,539,209,2,143.9139099,422,10,422,10
39.2779236,118.017746,11.8208332,9.6750002,24.7442455,1110.73169,29.5,-9.6000004,39.0999985,24.7000008,-2.6000001,24.7000008,-2.6000001,605,198,6,126.4071579,436,18,436,18
39.9648666,116.4368744,12.395833,11.1083336,27.7015781,1109.751099,31.2000008,-8.8999996,40.0999985,25.3833332,-1.9166665,25.3833332,-1.9166665,563,202,4,135.873703,428,13,428,13
39.1765823,117.3567352,12.6750002,10.7166662,27.3384361,1099.577393,30.3999996,-8.8000002,39.2000008,25.416666,-1.6166667,25.416666,-1.6166667,549,197,3,135.6963654,414,14,414,14
40.0208549,116.315979,12.2791662,11.4250002,28.2098751,1112.941406,31.2000008,-9.3000002,40.5,25.2833328,-2.0833333,25.2833328,-2.0833333,549,190,3,133.9004669,416,10,416,10
39.7148743,117.0523911,11.833333,11.666667,28.4552841,1115.908325,30.2999992,-10.6999998,41,24.8500004,-2.6333334,24.8500004,-2.6333334,545,208,2,141.4627686,422,11,422,11
39.7556305,116.2581635,12.1125002,12.0083332,29.2886181,1113.587769,30.7999992,-10.1999998,41,25.0333328,-2.3333333,25.0333328,-2.3333333,581,216,2,143.3622589,460,8,460,8
38.7765541,117.395256,12.7333336,9.6499996,25.130209,1095.358643,30.2999992,-8.1000004,38.4000015,25.4666672,-1.5000001,25.4666672,-1.5000001,531,191,3,136.3966675,400,12,400,12
39.0752335,116.329483,12.770833,11.791666,28.6901855,1118.291016,31.2999992,-9.8000002,41.0999985,25.7000008,-1.75,25.7000008,-1.75,507,192,2,146.0566559,400,11,400,11
39.3808136,116.2178116,12.2458334,11.7583332,28.6788616,1106.791992,30.7999992,-10.1999998,41,25.166666,-2.1166666,25.166666,-2.1166666,560,220,1,150.5722809,453,9,453,9
39.0788918,116.4661484,12.6916666,11.6833334,28.6356201,1116.312622,31,-9.8000002,40.7999992,25.6000004,-1.8,25.6000004,-1.8,508,193,2,145.2074585,400,11,400,11
39.2803841,118.0289612,11.8125,9.6916666,24.786871,1111.821045,29.5,-9.6000004,39.0999985,24.7000008,-2.6333334,24.7000008,-2.6333334,605,198,5,126.4914627,436,17,436,17
39.7049255,117.1390228,11.8208332,11.6083336,28.3130074,1115.499146,30.2000008,-10.8000002,41,24.8166676,-2.6500001,24.8166676,-2.6500001,543,205,2,140.6542664,419,11,419,11
39.4446678,117.5537567,12.0291662,10.9916668,27.6172523,1106.892578,29.7999992,-10,39.7999992,24.8500004,-2.3499999,24.8500004,-2.3499999,567,197,4,133.1805115,425,14,425,14
39.4798203,117.4609909,11.9624996,10.458333,26.4099331,1108.301514,29.7000008,-9.8999996,39.5999985,24.8166656,-2.4499998,24.8166656,-2.4499998,577,197,5,128.3500824,419,20,419,20
39.1145096,115.9293289,12.6208334,11.791667,28.5512524,1114.944824,31.2999992,-10,41.2999992,25.6333332,-1.8000001,25.6333332,-1.8000001,523,192,3,144.4706879,411,10,411,10
39.5803833,117.05159,11.979167,11.4250002,28.1403942,1106.878174,30.2999992,-10.3000002,40.5999985,24.9166679,-2.3666668,24.9166679,-2.3666668,541,207,2,142.1581573,421,11,421,11
39.3052368,117.830162,12.1374998,9.8249998,25.1923065,1110.898682,29.8999996,-9.1000004,39,25.0333328,-2.2833333,25.0333328,-2.2833333,589,199,5,130.6297607,434,15,434,15
39.4050064,116.8427963,12.4041672,11.6750002,28.7561569,1110.275269,30.6000004,-10,40.5999985,25.25,-2.05,25.25,-2.05,539,206,2,142.9277954,422,11,422,11
38.6665535,117.4557266,12.916667,9.2666664,24.3859634,1093.194458,30.3999996,-7.5999999,38,25.6499996,-1.25,25.6499996,-1.25,535,190,4,133.4868011,398,13,398,13
39.0069618,117.4638443,13.1499996,10.5166664,27.0351334,1095.642212,31,-7.9000001,38.9000015,25.8833332,-1.0833334,25.8833332,-1.0833334,558,197,4,133.23172,416,16,416,16
39.2583466,116.3711472,12.4458332,11.708333,28.6968956,1112.814697,30.7999992,-10,40.7999992,25.3666668,-2.0166667,25.3666668,-2.0166667,536,209,2,148.8475189,429,10,429,10
39.4915695,116.6987762,12.5958338,11.3416672,28.0734329,1114.151611,31.1000004,-9.3000002,40.4000015,25.6000004,-1.8,25.6000004,-1.8,555,217,2,145.9414368,440,11,440,11
39.6632919,116.9170685,11.9458332,11.541667,28.2192345,1111.973023,30.3999996,-10.5,40.9000015,24.8999996,-2.4833333,24.8999996,-2.4833333,542,210,2,143.3887787,423,11,423,11
38.6528854,117.3669281,13.0708332,10.125,26.1627903,1096.028931,30.7000008,-8,38.7000008,25.7833328,-1.1999999,25.7833328,-1.1999999,538,190,4,132.3779907,398,15,398,15
39.5008621,116.2588348,12.1750002,12,29.1262131,1115.0448,30.7000008,-10.5,41.2000008,25.0833321,-2.3499999,25.0833321,-2.3499999,578,229,1,151.9874878,472,7,472,7
39.7572136,116.7586975,11.8999996,11.666667,28.5248566,1111.657227,30.3999996,-10.5,40.9000015,24.833334,-2.5333333,24.833334,-2.5333333,546,212,2,144.3717041,428,9,428,9
39.6767578,116.5619659,11.9958334,11.7416668,28.708231,1109.574951,30.5,-10.3999996,40.9000015,24.8833332,-2.4166665,24.8833332,-2.4166665,555,216,2,146.4344635,441,9,441,9
39.8045502,116.0431519,12.0541668,11.7749996,29.2910442,1089.779907,30.3999996,-9.8000002,40.2000008,24.7166672,-2.0833335,24.7166672,-2.0833335,571,207,3,141.0142059,449,9,449,9
39.3691864,115.6264877,12.395833,11.9250002,28.804348,1110.103272,31.1000004,-10.3000002,41.4000015,25.3166656,-2.05,25.3166656,-2.05,568,210,3,143.3538971,448,10,448,10
38.96175,117.5309219,13.0124998,10.458333,26.8162384,1097.818359,30.8999996,-8.1000004,39,25.7333336,-1.3000001,25.7333336,-1.3000001,567,198,5,130.9451141,417,18,417,18
39.3841362,115.9510727,12.3166666,11.833333,28.7216816,1109.914673,30.8999996,-10.3000002,41.2000008,25.25,-2.0999999,25.25,-2.0999999,569,219,2,148.937027,459,9,459,9
38.8484459,117.514534,12.833333,9.2666664,24.3219604,1092.807739,30.3999996,-7.6999998,38.0999985,25.5666656,-1.3166667,25.5666656,-1.3166667,540,192,3,135.2916565,406,12,406,12
39.5987663,116.2799835,12.1166668,11.9833336,29.2276421,1110.264771,30.6000004,-10.3999996,41,24.9833336,-2.3166666,24.9833336,-2.3166666,579,228,1,151.0204468,472,7,472,7
39.3539085,116.8321152,12.4208336,11.708333,28.8382587,1111.189941,30.6000004,-10,40.5999985,25.25,-2.05,25.25,-2.05,539,206,2,142.9157257,422,11,422,11
39.6820183,116.9520493,11.8916664,11.5500002,28.2396088,1114.556274,30.2999992,-10.6000004,40.9000015,24.8666668,-2.5666666,24.8666668,-2.5666666,542,209,2,142.8075409,422,11,422,11
39.7324181,116.6408691,11.9291668,11.5583334,28.3988533,1108.98291,30.3999996,-10.3000002,40.7000008,24.833334,-2.45,24.833334,-2.45,549,214,2,145.7634125,434,9,434,9
39.1850662,116.674057,12.5583334,11.7166662,28.7878799,1111.730469,30.7999992,-9.8999996,40.6999969,25.3666668,-1.9333334,25.3666668,-1.9333334,530,200,2,142.8152161,415,12,415,12
39.4786186,117.5200119,11.8708334,10.6083336,26.7212429,1108.304321,29.6000004,-10.1000004,39.7000008,24.7166672,-2.5500002,24.7166672,-2.5500002,564,198,4,134.1917267,423,14,423,14
39.0575447,116.7934723,12.666667,11.6166668,28.6124802,1112.94519,30.8999996,-9.6999998,40.5999985,25.5,-1.8166667,25.5,-1.8166667,522,193,2,139.5447845,403,12,403,12
39.5445061,116.9932404,12.0375004,11.2749996,27.8395061,1105.394043,30.3999996,-10.1000004,40.5,24.9666672,0.1166665,24.9666672,-2.2666669,535,207,2,143.7022552,419,10,419,10
39.5526543,117.6910019,11.7833338,11.0500002,27.3514843,1116.116089,29.7999992,-10.6000004,40.4000015,24.7166672,-2.7333333,24.7166672,-2.7333333,574,196,4,132.0543671,426,14,426,14
39.7997742,117.2409668,11.7041664,11.7250004,28.3212566,1125.296875,30.2999992,-11.1000004,41.4000015,24.7833328,-2.9333334,24.7833328,-2.9333334,545,201,3,138.8890991,419,12,419,12
39.2911911,115.8176346,12.5708332,11.7750006,28.5800991,1114.392334,31.2999992,-9.8999996,41.1999969,25.5666656,-1.8833332,25.5666656,-1.8833332,559,209,3,145.5420532,444,10,444,10
39.7608528,116.319191,12.3416662,11.6333332,28.6535301,1110.709961,31,-9.6000004,40.5999985,25.2666664,-2.0333333,25.2666664,-2.0333333,576,214,2,142.6290283,453,9,453,9
39.2644463,117.8413849,12.0124998,8.958333,23.389904,1109.14209,29.6000004,-8.6999998,38.2999992,24.9166679,-2.3333333,24.9166679,-2.3333333,581,198,4,132.175354,431,12,431,12
40.0431747,116.5551376,12.0541668,11.8416662,28.741909,1121.041382,30.8999996,-10.3000002,41.2000008,25.1000004,-2.4833333,25.1000004,-2.4833333,541,198,3,138.0672302,415,9,415,9
39.1329155,115.9842987,12.6708336,11.9083338,28.7640915,1119.505737,31.3999996,-10,41.4000015,25.666666,-1.85,25.666666,-1.85,528,194,3,143.5668793,414,12,414,12
39.6717758,117.1691055,11.8291664,11.458333,28.0154858,1113.284424,30.2999992,-10.6000004,40.9000015,24.833334,-2.5833335,24.833334,-2.5833335,545,205,2,140.523056,421,11,421,11
38.6417046,117.3575363,13.083333,10.5666666,27.094017,1093.339966,30.7999992,-8.1999998,39,25.75,-1.15,25.75,-1.15,536,188,4,131.9640045,396,15,396,15
39.3505478,117.1159286,12.5291672,10.9250002,27.449749,1106.013428,30.6000004,-9.1999998,39.7999992,25.4166679,-1.8,25.4166679,-1.8,541,203,2,140.3397675,417,11,417,11
39.1564865,117.1236801,13.2208338,10.541667,26.8235798,1102.300171,31.3999996,-7.9000001,39.2999992,26.1000004,1.3666667,26.1000004,-1.0166668,559,205,4,136.4346924,422,19,422,19
39.2492142,115.7794495,12.5625,11.7750006,28.5108967,1114.104004,31.2999992,-10,41.2999992,25.5499992,-1.9,25.5499992,-1.9,555,204,3,143.524704,436,10,436,10
39.0538368,115.9571991,12.6708336,11.7249994,28.3898296,1115.955444,31.3999996,-9.8999996,41.2999992,25.7333336,-1.7333333,25.7333336,-1.7333333,511,185,3,143.4737854,399,10,399,10
39.202774,116.5398788,12.5749998,11.833333,28.8617897,1114.851196,31,-10,41,25.4500008,-1.95,25.4500008,-1.95,529,202,2,145.6342316,420,11,420,11
39.4437103,115.7688293,12.3833332,12.2166672,29.3669872,1116.07544,31.1000004,-10.5,41.5999985,25.2999992,-2.1500001,25.2999992,-2.1500001,591,223,3,145.1239319,470,12,470,12
38.6974564,117.4580231,13.1000004,9.8166666,25.6309834,1092.553345,30.7000008,-7.5999999,38.2999992,25.833334,-1.0500001,25.833334,-1.0500001,544,193,4,133.6144867,405,15,405,15
39.061779,115.9718094,12.666667,11.7166662,28.3696537,1116.798096,31.3999996,-9.8999996,41.2999992,25.7333336,-1.75,25.7333336,-1.75,510,185,3,143.3672638,398,10,398,10
38.6303635,117.428627,12.9250002,9.4499998,24.8031502,1093.77478,30.3999996,-7.6999998,38.0999985,25.6333332,-1.2833334,25.6333332,-1.2833334,605,192,5,115.6501389,406,20,406,20
39.5025406,116.5964584,12.166667,11.8166666,28.8916054,1112.718506,30.5,-10.3999996,40.9000015,25.0499992,-2.3166666,25.0499992,-2.3166666,553,216,2,146.7387085,440,10,440,10
39.2183876,117.7256699,12.270833,10.625,26.9670048,1101.829956,30,-9.3999996,39.4000015,25,-2.1166666,25,-2.1166666,577,197,5,130.7241974,425,16,425,16
39.3730888,117.6119995,12.1499996,11.1333332,27.9030914,1109.399902,30,-9.8999996,39.9000015,24.9666672,-2.3,24.9666672,-2.3,577,199,4,132.2823181,430,15,430,15
39.8812485,116.269249,12.4541664,11.4750004,28.333334,1110.471802,31.3999996,-9.1000004,40.5,25.416666,-1.8833334,25.416666,-1.8833334,576,201,4,135.2913055,439,12,439,12
39.4452896,116.9743423,12.3083334,11.1000004,27.6807995,1103.739136,30.3999996,-9.6999998,40.0999985,25.166666,-2,25.166666,-2,535,206,2,143.2142944,418,11,418,11
38.8908424,116.7079849,12.854167,11.5583334,28.5390949,1111.4823,31,-9.5,40.5,25.7000008,-1.5833334,25.7000008,-1.5833334,503,186,3,140.3957825,389,13,389,13
39.1947136,117.5643463,12.4333334,9.8499994,25.1918144,1106.128296,30,-9.1000004,39.0999985,25.25,-1.9666667,25.25,-1.9666667,597,197,6,123.2035751,421,20,421,20
39.4424896,115.7274628,12.416667,12.1333332,29.166666,1116.535523,31.2000008,-10.3999996,41.5999985,25.3666668,-2.0999999,25.3666668,-2.0999999,594,222,3,144.0554657,471,12,471,12
39.7360954,116.039917,12.4291668,11.958333,29.3096409,1103.06897,31.1000004,-9.6999998,40.7999992,25.2333336,-1.8666666,25.2333336,-1.8666666,582,216,3,143.42659,461,10,461,10
39.6411667,116.019104,12.1750002,11.8499994,28.8321171,1104.956787,30.8999996,-10.1999998,41.0999985,25.0499992,-2.1333332,25.0499992,-2.1333332,578,221,2,148.0010223,466,9,466,9
39.5960808,117.0490265,11.958333,11.4333334,28.0917282,1108.512207,30.2999992,-10.3999996,40.6999969,24.8999996,-2.3999999,24.8999996,-2.3999999,537,205,2,142.0722961,417,11,417,11
39.6712112,117.4816437,11.8000002,11.583333,28.1148872,1116.789185,30.2999992,-10.8999996,41.1999969,24.8166656,-2.7166667,24.8166656,-2.7166667,560,199,3,135.8310242,423,11,423,11
39.1968918,116.2933121,12.5166664,11.6833334,28.635622,1113.388184,30.8999996,-9.8999996,40.7999992,25.4499989,-1.9333333,25.4499989,-1.9333333,525,201,2,147.8430328,418,10,418,10
39.1434441,116.7570953,12.6374998,11.625,28.5626545,1113.793945,30.8999996,-9.8000002,40.7000008,25.5,-1.8666668,25.5,-1.8666668,531,200,2,141.8819122,413,13,413,13
38.9232483,115.9200821,12.916667,11.4499998,27.9268303,1114.398193,31.6000004,-9.3999996,41,25.9833336,-1.4333333,25.9833336,-1.4333333,498,175,3,139.7737732,383,12,383,12
39.575016,115.7754517,12.0333338,11.7333336,28.9711933,1095.198853,30.5,-10,40.5,24.7166672,-2.1833334,24.7166672,-2.1833334,604,228,3,144.5199432,480,12,480,12
39.5237503,116.0418777,12.2666664,11.7666664,28.7693558,1107.118164,30.7000008,-10.1999998,40.9000015,25.1166668,-2.1166666,25.1166668,-2.1166666,576,225,1,151.088089,469,7,469,7
39.392067,116.4445724,12.25,11.7833338,28.8101063,1114.018066,30.6000004,-10.3000002,40.9000015,25.1499996,-2.25,25.1499996,-2.25,556,217,2,148.5370789,447,10,447,10
39.8618011,116.4242783,12.4916668,11.3666668,28.135313,1111.69165,31.3999996,-9,40.4000015,25.4833336,-1.85,25.4833336,-1.85,569,207,3,137.9356689,436,12,436,12
39.072567,116.6174469,12.708333,11.75,28.7990189,1112.846191,31,-9.8000002,40.7999992,25.5499992,-1.7666667,25.5499992,-1.7666667,509,192,2,143.9676208,399,11,399,11
38.9266205,116.7736969,12.75,11.4666662,28.4532681,1111.010986,30.7999992,-9.5,40.2999992,25.583334,-1.7,25.583334,-1.7,508,188,3,140.1620483,392,14,392,14
39.7955818,116.8788986,11.8000002,11.6333332,28.4433575,1112.403198,30.2000008,-10.6999998,40.9000015,24.7333336,-2.6500001,24.7333336,-2.6500001,539,210,2,143.7220306,420,11,420,11
39.3613396,116.6169357,12.3000002,11.833333,28.8617878,1119.035767,30.6000004,-10.3999996,41,25.2166672,-2.3,25.2166672,-2.3,542,210,2,145.5821686,429,11,429,11
39.8622131,116.9308472,11.6750002,11.8000002,28.5714302,1116.704712,30.2999992,-11,41.2999992,24.6833324,-2.8166666,24.6833324,-2.8166666,541,210,2,142.8790283,420,11,420,11
39.1316643,116.5686188,12.6750002,11.833333,28.8617878,1116.417725,31.1000004,-9.8999996,41,25.5666656,-1.8666667,25.5666656,-1.8666667,517,197,2,145.0779114,408,11,408,11
38.8470917,115.9373169,12.875,11.3500004,27.7506123,1112.479858,31.3999996,-9.5,40.9000015,25.8833332,-1.4833333,25.8833332,-1.4833333,475,165,4,138.2812042,362,12,362,12
39.153595,115.8391495,12.6000004,11.75,28.5888081,1113.260986,31.2000008,-9.8999996,41.0999985,25.5666676,-1.8333333,25.5666676,-1.8333333,537,194,3,142.3044586,419,10,419,10
39.4497147,115.9016647,12.3041668,11.8916664,28.7933807,1112.900513,31,-10.3000002,41.2999992,25.25,-2.1500001,25.25,-2.1500001,581,224,2,148.803009,469,9,469,9
39.4387436,116.3223877,12.2583332,11.8500004,28.7621365,1118.990723,30.7999992,-10.3999996,41.1999969,25.2333336,-2.3,25.2333336,-2.3,568,224,1,150.6419067,460,9,460,9
38.8500862,117.0395737,13.0458336,10.9250002,27.728426,1098.512329,30.8999996,-8.5,39.4000015,25.7666664,-1.2333332,25.7666664,-1.2333332,523,189,4,135.2420654,393,17,393,17
39.5961914,117.3892822,11.8791666,11.1750002,27.5246296,1112.935181,30.1000004,-10.5,40.5999985,24.8500004,-2.5666666,24.8500004,-2.5666666,561,201,4,134.7408752,421,16,421,16
39.2329521,117.851944,11.979167,8.8583326,23.1893539,1106.861816,29.5,-8.6999998,38.2000008,24.8666668,-2.3333333,24.8666668,-2.3333333,552,192,3,135.7949371,416,9,416,9
39.9489365,116.6631165,12.0958328,11.6750002,28.4756107,1122.159912,30.7999992,-10.1999998,41,25.1499996,-2.45,25.1499996,-2.45,547,208,3,141.4224854,424,10,424,10
39.5758476,117.3880157,11.9499998,11.0999994,27.4074078,1112.489014,30.1000004,-10.3999996,40.5,24.8999996,-2.5166667,24.8999996,-2.5166667,560,200,4,134.6060181,420,16,420,16
39.6110001,115.8577271,12.0541668,11.7416668,28.9917698,1099.660034,30.5,-10,40.5,24.7833328,-2.25,24.7833328,-2.25,598,224,3,144.4817505,477,11,477,11
39.27005,116.8332672,12.4125004,11.541667,28.6393719,1108.654175,30.3999996,-9.8999996,40.2999992,25.2166672,-2.0333333,25.2166672,-2.0333333,530,202,2,143.0926514,414,11,414,11
39.2080498,116.5565262,12.5666666,11.8166666,28.8916054,1113.837158,30.8999996,-10,40.9000015,25.416666,-1.95,25.416666,-1.95,527,201,2,145.1910248,417,11,417,11
39.4594688,116.572052,12.1499996,11.8000002,28.9215698,1113.636597,30.3999996,-10.3999996,40.7999992,25.0333328,-2.3499999,25.0333328,-2.3499999,554,216,2,146.8621979,442,10,442,10
39.0123444,117.1570053,12.9624996,9.9750004,25.7751942,1094.019165,30.6000004,-8.1000004,38.7000008,25.7000008,-1.2333335,25.7000008,-1.2333335,547,193,4,131.0695038,402,20,402,20
40.0044746,116.8767929,11.6083336,12.0500002,28.896883,1125.860962,30.3999996,-11.3000002,41.7000008,24.7166672,-3.0166667,24.7166672,-3.0166667,540,206,3,140.6445465,415,13,415,13
39.5943222,116.7052002,12.1833334,11.5333338,28.4072247,1112.551025,30.5,-10.1000004,40.5999985,25.1000004,-2.2666669,25.1000004,-2.2666669,547,213,2,145.7148743,433,9,433,9
39.0131531,116.5808182,12.7583332,11.5333328,28.4072247,1113.48523,31,-9.6000004,40.5999985,25.6333332,-1.7,25.6333332,-1.7,513,191,3,141.7683105,398,14,398,14
40.0408592,116.5643921,12.0958338,11.8083334,28.7307377,1120.867065,30.8999996,-10.1999998,41.0999985,25.1499996,-2.4333334,25.1499996,-2.4333334,539,198,3,138.5839386,414,9,414,9
39.6988945,117.213562,11.8208332,11.458333,27.947155,1116.383057,30.2999992,-10.6999998,41,24.833334,-2.6666665,24.833334,-2.6666665,545,203,3,139.3440552,419,12,419,12
